,bid,element1,name1,percent1,element2,name2,percent2,element3,name3,percent3
6116,6117,728,Appalachian oak-hickory forest community,0.26,645.0,Oak-tulip tree forest community,0.22,647.0,Hemlock-northern hardwood forest community,0.21
6117,6118,645,Oak-tulip tree forest community,0.79,728.0,Appalachian oak-hickory forest community,0.08,729.0,Appalachian oak-pine [white pine-oak] forest community,0.08
6118,6119,728,Appalachian oak-hickory forest community,0.87,645.0,Oak-tulip tree forest community,0.12,,,0.0
6119,6120,728,Appalachian oak-hickory forest community,0.99,,,0.0,,,0.0
6120,6121,728,Appalachian oak-hickory forest community,0.61,645.0,Oak-tulip tree forest community,0.35000000000000003,729.0,Appalachian oak-pine [white pine-oak] forest community,0.01
6121,6122,728,Appalachian oak-hickory forest community,0.93,647.0,Hemlock-northern hardwood forest community,0.05,624.0,Shallow emergent marsh community,0.03
6122,6123,728,Appalachian oak-hickory forest community,0.92,645.0,Oak-tulip tree forest community,0.08,,,0.0
6123,6124,728,Appalachian oak-hickory forest community,0.31,609.0,High salt marsh community,0.28,608.0,Low salt marsh community,0.19
6124,6125,728,Appalachian oak-hickory forest community,0.75,645.0,Oak-tulip tree forest community,0.21,,,0.0
6125,6126,625,Shrub swamp community,0.33,728.0,Appalachian oak-hickory forest community,0.24,624.0,Shallow emergent marsh community,0.16
6126,6127,729,Appalachian oak-pine [white pine-oak] forest community,0.6000000000000001,645.0,Oak-tulip tree forest community,0.42,728.0,Appalachian oak-hickory forest community,0.01
6127,6128,728,Appalachian oak-hickory forest community,0.96,645.0,Oak-tulip tree forest community,0.06,,,0.0
6128,6129,624,Shallow emergent marsh community,0.34,645.0,Oak-tulip tree forest community,0.28,625.0,Shrub swamp community,0.27
6129,6130,645,Oak-tulip tree forest community,1.0,740.0,Successional blueberry heath community,0.01,,,0.0
6130,6131,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
6131,6132,645,Oak-tulip tree forest community,0.67,729.0,Appalachian oak-pine [white pine-oak] forest community,0.36,,,0.0
6132,6133,728,Appalachian oak-hickory forest community,0.9400000000000001,647.0,Hemlock-northern hardwood forest community,0.05,645.0,Oak-tulip tree forest community,0.02
6133,6134,625,Shrub swamp community,0.96,624.0,Shallow emergent marsh community,0.04,,,0.0
6134,6135,728,Appalachian oak-hickory forest community,0.98,645.0,Oak-tulip tree forest community,0.02,,,0.0
6135,6136,728,Appalachian oak-hickory forest community,0.36,608.0,Low salt marsh community,0.36,609.0,High salt marsh community,0.16
6136,6137,728,Appalachian oak-hickory forest community,0.6900000000000001,645.0,Oak-tulip tree forest community,0.27,647.0,Hemlock-northern hardwood forest community,0.03
6137,6138,625,Shrub swamp community,0.84,624.0,Shallow emergent marsh community,0.15,,,0.0
6138,6139,728,Appalachian oak-hickory forest community,0.9500000000000001,645.0,Oak-tulip tree forest community,0.01,647.0,Hemlock-northern hardwood forest community,0.01
6139,6140,728,Appalachian oak-hickory forest community,0.8200000000000001,645.0,Oak-tulip tree forest community,0.17,,,0.0
6140,6141,728,Appalachian oak-hickory forest community,1.01,,,0.0,,,0.0
6141,6142,645,Oak-tulip tree forest community,0.58,728.0,Appalachian oak-hickory forest community,0.32,729.0,Appalachian oak-pine [white pine-oak] forest community,0.1
6142,6143,645,Oak-tulip tree forest community,0.37,728.0,Appalachian oak-hickory forest community,0.2,729.0,Appalachian oak-pine [white pine-oak] forest community,0.13
6143,6144,615,Salt shrub community,0.45,603.0,Marine gravel/sand beach community,0.30000000000000004,632.0,Maritime beach community,0.24
6144,6145,728,Appalachian oak-hickory forest community,0.98,,,0.0,,,0.0
6145,6146,728,Appalachian oak-hickory forest community,1.01,,,0.0,,,0.0
6146,6147,645,Oak-tulip tree forest community,0.65,729.0,Appalachian oak-pine [white pine-oak] forest community,0.35000000000000003,730.0,Successional fern meadow community,0.02
6147,6148,645,Oak-tulip tree forest community,0.7000000000000001,728.0,Appalachian oak-hickory forest community,0.31,,,0.0
6148,6149,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
6149,6150,728,Appalachian oak-hickory forest community,0.99,,,0.0,,,0.0
6150,6151,728,Appalachian oak-hickory forest community,1.01,645.0,Oak-tulip tree forest community,0.11,,,0.0
6151,6152,625,Shrub swamp community,0.63,730.0,Successional fern meadow community,0.15,624.0,Shallow emergent marsh community,0.12
6152,6153,608,Low salt marsh community,0.43,728.0,Appalachian oak-hickory forest community,0.24,615.0,Salt shrub community,0.16
6153,6154,645,Oak-tulip tree forest community,0.89,647.0,Hemlock-northern hardwood forest community,0.07,730.0,Successional fern meadow community,0.01
6154,6155,615,Salt shrub community,0.54,728.0,Appalachian oak-hickory forest community,0.46,,,0.0
6155,6156,728,Appalachian oak-hickory forest community,0.99,,,0.0,,,0.0
6156,6157,645,Oak-tulip tree forest community,0.38,728.0,Appalachian oak-hickory forest community,0.33,624.0,Shallow emergent marsh community,0.14
6157,6158,728,Appalachian oak-hickory forest community,0.71,647.0,Hemlock-northern hardwood forest community,0.30000000000000004,,,0.0
6158,6159,728,Appalachian oak-hickory forest community,0.99,,,0.0,,,0.0
6159,6160,728,Appalachian oak-hickory forest community,0.73,645.0,Oak-tulip tree forest community,0.19,730.0,Successional fern meadow community,0.05
6160,6161,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
6161,6162,728,Appalachian oak-hickory forest community,1.07,,,0.0,,,0.0
6162,6163,728,Appalachian oak-hickory forest community,0.59,645.0,Oak-tulip tree forest community,0.23,729.0,Appalachian oak-pine [white pine-oak] forest community,0.16
6163,6164,729,Appalachian oak-pine [white pine-oak] forest community,0.38,625.0,Shrub swamp community,0.29,645.0,Oak-tulip tree forest community,0.19
6164,6165,728,Appalachian oak-hickory forest community,0.98,645.0,Oak-tulip tree forest community,0.02,,,0.0
6165,6166,728,Appalachian oak-hickory forest community,0.44,645.0,Oak-tulip tree forest community,0.34,729.0,Appalachian oak-pine [white pine-oak] forest community,0.1
6166,6167,645,Oak-tulip tree forest community,0.61,728.0,Appalachian oak-hickory forest community,0.36,,,0.0
6167,6168,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
6168,6169,645,Oak-tulip tree forest community,0.85,647.0,Hemlock-northern hardwood forest community,0.09,730.0,Successional fern meadow community,0.04
6169,6170,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
6170,6171,728,Appalachian oak-hickory forest community,0.89,645.0,Oak-tulip tree forest community,0.1,,,0.0
6171,6172,608,Low salt marsh community,0.86,606.0,Tidal creek community,0.1,609.0,High salt marsh community,0.06
6172,6173,728,Appalachian oak-hickory forest community,1.02,,,0.0,,,0.0
6173,6174,608,Low salt marsh community,1.07,,,0.0,,,0.0
6174,6175,728,Appalachian oak-hickory forest community,1.01,,,0.0,,,0.0
6175,6176,645,Oak-tulip tree forest community,0.30000000000000004,728.0,Appalachian oak-hickory forest community,0.28,625.0,Shrub swamp community,0.23
6176,6177,625,Shrub swamp community,0.54,624.0,Shallow emergent marsh community,0.25,730.0,Successional fern meadow community,0.09
6177,6178,728,Appalachian oak-hickory forest community,0.92,645.0,Oak-tulip tree forest community,0.07,647.0,Hemlock-northern hardwood forest community,0.01
6178,6179,608,Low salt marsh community,0.92,606.0,Tidal creek community,0.12,,,0.0
6179,6180,645,Oak-tulip tree forest community,0.84,728.0,Appalachian oak-hickory forest community,0.16,,,0.0
6180,6181,625,Shrub swamp community,0.44,645.0,Oak-tulip tree forest community,0.30000000000000004,729.0,Appalachian oak-pine [white pine-oak] forest community,0.1
6181,6182,608,Low salt marsh community,0.87,606.0,Tidal creek community,0.1,,,0.0
6182,6183,728,Appalachian oak-hickory forest community,0.49,645.0,Oak-tulip tree forest community,0.35000000000000003,647.0,Hemlock-northern hardwood forest community,0.11
6183,6184,608,Low salt marsh community,0.8,606.0,Tidal creek community,0.17,,,0.0
6184,6185,632,Maritime beach community,0.61,603.0,Marine gravel/sand beach community,0.28,615.0,Salt shrub community,0.11
6185,6186,608,Low salt marsh community,0.9500000000000001,606.0,Tidal creek community,0.01,,,0.0
6186,6187,645,Oak-tulip tree forest community,1.01,,,0.0,,,0.0
6187,6188,728,Appalachian oak-hickory forest community,1.01,,,0.0,,,0.0
6188,6189,728,Appalachian oak-hickory forest community,0.9500000000000001,645.0,Oak-tulip tree forest community,0.07,729.0,Appalachian oak-pine [white pine-oak] forest community,0.02
6189,6190,608,Low salt marsh community,0.98,609.0,High salt marsh community,0.04,,,0.0
6190,6191,728,Appalachian oak-hickory forest community,1.01,,,0.0,,,0.0
6191,6192,609,High salt marsh community,0.8200000000000001,606.0,Tidal creek community,0.13,608.0,Low salt marsh community,0.07
6192,6193,728,Appalachian oak-hickory forest community,0.74,645.0,Oak-tulip tree forest community,0.26,,,0.0
6193,6194,645,Oak-tulip tree forest community,0.46,647.0,Hemlock-northern hardwood forest community,0.2,728.0,Appalachian oak-hickory forest community,0.18
6194,6195,728,Appalachian oak-hickory forest community,0.31,729.0,Appalachian oak-pine [white pine-oak] forest community,0.2,615.0,Salt shrub community,0.2
6195,6196,728,Appalachian oak-hickory forest community,0.96,645.0,Oak-tulip tree forest community,0.04,,,0.0
6196,6197,615,Salt shrub community,0.49,609.0,High salt marsh community,0.47000000000000003,728.0,Appalachian oak-hickory forest community,0.04
6197,6198,625,Shrub swamp community,0.46,647.0,Hemlock-northern hardwood forest community,0.30000000000000004,728.0,Appalachian oak-hickory forest community,0.15
6198,6199,645,Oak-tulip tree forest community,0.62,728.0,Appalachian oak-hickory forest community,0.29,729.0,Appalachian oak-pine [white pine-oak] forest community,0.07
6199,6200,728,Appalachian oak-hickory forest community,0.99,,,0.0,,,0.0
6200,6201,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
6201,6202,645,Oak-tulip tree forest community,0.77,729.0,Appalachian oak-pine [white pine-oak] forest community,0.23,,,0.0
6202,6203,728,Appalachian oak-hickory forest community,0.85,645.0,Oak-tulip tree forest community,0.06,,,0.0
6203,6204,728,Appalachian oak-hickory forest community,0.55,645.0,Oak-tulip tree forest community,0.37,729.0,Appalachian oak-pine [white pine-oak] forest community,0.05
6204,6205,728,Appalachian oak-hickory forest community,0.92,645.0,Oak-tulip tree forest community,0.09,,,0.0
6205,6206,728,Appalachian oak-hickory forest community,0.99,,,0.0,,,0.0
6206,6207,728,Appalachian oak-hickory forest community,0.47000000000000003,645.0,Oak-tulip tree forest community,0.30000000000000004,729.0,Appalachian oak-pine [white pine-oak] forest community,0.24
6207,6208,645,Oak-tulip tree forest community,0.8,730.0,Successional fern meadow community,0.13,624.0,Shallow emergent marsh community,0.06
6208,6209,728,Appalachian oak-hickory forest community,1.02,,,0.0,,,0.0
6209,6210,645,Oak-tulip tree forest community,0.77,728.0,Appalachian oak-hickory forest community,0.23,,,0.0
6210,6211,728,Appalachian oak-hickory forest community,0.99,,,0.0,,,0.0
6211,6212,728,Appalachian oak-hickory forest community,0.99,,,0.0,,,0.0
6212,6213,728,Appalachian oak-hickory forest community,0.72,645.0,Oak-tulip tree forest community,0.26,,,0.0
6213,6214,624,Shallow emergent marsh community,0.38,625.0,Shrub swamp community,0.33,647.0,Hemlock-northern hardwood forest community,0.19
6214,6215,728,Appalachian oak-hickory forest community,0.76,645.0,Oak-tulip tree forest community,0.21,,,0.0
6215,6216,728,Appalachian oak-hickory forest community,0.92,645.0,Oak-tulip tree forest community,0.03,729.0,Appalachian oak-pine [white pine-oak] forest community,0.02
6216,6217,728,Appalachian oak-hickory forest community,0.93,,,0.0,,,0.0
6217,6218,625,Shrub swamp community,0.55,624.0,Shallow emergent marsh community,0.23,645.0,Oak-tulip tree forest community,0.07
6218,6219,728,Appalachian oak-hickory forest community,0.97,,,0.0,,,0.0
6219,6220,645,Oak-tulip tree forest community,0.77,728.0,Appalachian oak-hickory forest community,0.13,729.0,Appalachian oak-pine [white pine-oak] forest community,0.11
6220,6221,645,Oak-tulip tree forest community,0.77,729.0,Appalachian oak-pine [white pine-oak] forest community,0.18,728.0,Appalachian oak-hickory forest community,0.01
6221,6222,729,Appalachian oak-pine [white pine-oak] forest community,0.75,645.0,Oak-tulip tree forest community,0.23,,,0.0
6222,6223,645,Oak-tulip tree forest community,0.5700000000000001,729.0,Appalachian oak-pine [white pine-oak] forest community,0.41000000000000003,,,0.0
6223,6224,729,Appalachian oak-pine [white pine-oak] forest community,0.73,645.0,Oak-tulip tree forest community,0.31,657.0,Spring community,0.01
6224,6225,729,Appalachian oak-pine [white pine-oak] forest community,0.5,645.0,Oak-tulip tree forest community,0.45,,,0.0
6225,6226,645,Oak-tulip tree forest community,0.8,647.0,Hemlock-northern hardwood forest community,0.11,728.0,Appalachian oak-hickory forest community,0.1
6226,6227,645,Oak-tulip tree forest community,0.6000000000000001,625.0,Shrub swamp community,0.18,729.0,Appalachian oak-pine [white pine-oak] forest community,0.1
6227,6228,728,Appalachian oak-hickory forest community,0.78,645.0,Oak-tulip tree forest community,0.22,,,0.0
6228,6229,728,Appalachian oak-hickory forest community,1.01,,,0.0,,,0.0
6229,6230,728,Appalachian oak-hickory forest community,1.01,,,0.0,,,0.0
6230,6231,625,Shrub swamp community,0.62,624.0,Shallow emergent marsh community,0.37,,,0.0
6231,6232,625,Shrub swamp community,0.6000000000000001,624.0,Shallow emergent marsh community,0.19,647.0,Hemlock-northern hardwood forest community,0.13
6232,6233,728,Appalachian oak-hickory forest community,0.8300000000000001,645.0,Oak-tulip tree forest community,0.12,647.0,Hemlock-northern hardwood forest community,0.03
6233,6234,728,Appalachian oak-hickory forest community,0.48,608.0,Low salt marsh community,0.31,615.0,Salt shrub community,0.1
6234,6235,728,Appalachian oak-hickory forest community,1.01,,,0.0,,,0.0
6235,6236,728,Appalachian oak-hickory forest community,0.78,645.0,Oak-tulip tree forest community,0.16,647.0,Hemlock-northern hardwood forest community,0.06
6236,6237,645,Oak-tulip tree forest community,0.9,647.0,Hemlock-northern hardwood forest community,0.05,728.0,Appalachian oak-hickory forest community,0.03
6237,6238,728,Appalachian oak-hickory forest community,0.98,,,0.0,,,0.0
6238,6239,625,Shrub swamp community,0.36,729.0,Appalachian oak-pine [white pine-oak] forest community,0.33,624.0,Shallow emergent marsh community,0.2
6239,6240,624,Shallow emergent marsh community,0.4,730.0,Successional fern meadow community,0.23,625.0,Shrub swamp community,0.23
6240,6241,645,Oak-tulip tree forest community,0.81,728.0,Appalachian oak-hickory forest community,0.19,,,0.0
6241,6242,729,Appalachian oak-pine [white pine-oak] forest community,0.39,624.0,Shallow emergent marsh community,0.32,625.0,Shrub swamp community,0.28
6242,6243,645,Oak-tulip tree forest community,0.79,728.0,Appalachian oak-hickory forest community,0.14,730.0,Successional fern meadow community,0.06
6243,6244,624,Shallow emergent marsh community,0.52,625.0,Shrub swamp community,0.31,645.0,Oak-tulip tree forest community,0.08
6244,6245,608,Low salt marsh community,0.86,606.0,Tidal creek community,0.1,,,0.0
6245,6246,608,Low salt marsh community,0.92,606.0,Tidal creek community,0.06,,,0.0
6246,6247,608,Low salt marsh community,1.0,,,0.0,,,0.0
6247,6248,608,Low salt marsh community,0.96,606.0,Tidal creek community,0.03,,,0.0
6248,6249,608,Low salt marsh community,0.84,606.0,Tidal creek community,0.17,,,0.0
6249,6250,608,Low salt marsh community,0.53,609.0,High salt marsh community,0.37,606.0,Tidal creek community,0.09
6250,6251,608,Low salt marsh community,0.86,606.0,Tidal creek community,0.11,609.0,High salt marsh community,0.05
6251,6252,609,High salt marsh community,0.51,615.0,Salt shrub community,0.25,645.0,Oak-tulip tree forest community,0.23
6252,6253,728,Appalachian oak-hickory forest community,0.71,645.0,Oak-tulip tree forest community,0.29,615.0,Salt shrub community,0.03
6253,6254,728,Appalachian oak-hickory forest community,1.04,,,0.0,,,0.0
6254,6255,728,Appalachian oak-hickory forest community,0.46,645.0,Oak-tulip tree forest community,0.23,625.0,Shrub swamp community,0.16
6255,6256,728,Appalachian oak-hickory forest community,0.99,,,0.0,,,0.0
6256,6257,728,Appalachian oak-hickory forest community,0.97,,,0.0,,,0.0
6257,6258,728,Appalachian oak-hickory forest community,0.51,645.0,Oak-tulip tree forest community,0.49,,,0.0
6258,6259,645,Oak-tulip tree forest community,0.71,729.0,Appalachian oak-pine [white pine-oak] forest community,0.28,,,0.0
6259,6260,729,Appalachian oak-pine [white pine-oak] forest community,0.6000000000000001,645.0,Oak-tulip tree forest community,0.34,730.0,Successional fern meadow community,0.07
6260,6261,645,Oak-tulip tree forest community,0.74,729.0,Appalachian oak-pine [white pine-oak] forest community,0.26,,,0.0
6261,6262,645,Oak-tulip tree forest community,0.92,728.0,Appalachian oak-hickory forest community,0.05,,,0.0
6262,6263,645,Oak-tulip tree forest community,1.06,728.0,Appalachian oak-hickory forest community,0.04,,,0.0
6263,6264,645,Oak-tulip tree forest community,0.59,728.0,Appalachian oak-hickory forest community,0.38,,,0.0
6264,6265,728,Appalachian oak-hickory forest community,0.98,,,0.0,,,0.0
6265,6266,728,Appalachian oak-hickory forest community,1.03,,,0.0,,,0.0
6266,6267,728,Appalachian oak-hickory forest community,1.05,,,0.0,,,0.0
6267,6268,728,Appalachian oak-hickory forest community,1.02,,,0.0,,,0.0
6268,6269,728,Appalachian oak-hickory forest community,1.01,,,0.0,,,0.0
6269,6270,728,Appalachian oak-hickory forest community,1.01,,,0.0,,,0.0
6270,6271,728,Appalachian oak-hickory forest community,0.96,,,0.0,,,0.0
6271,6272,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
6272,6273,728,Appalachian oak-hickory forest community,0.91,645.0,Oak-tulip tree forest community,0.01,,,0.0
6273,6274,645,Oak-tulip tree forest community,0.55,729.0,Appalachian oak-pine [white pine-oak] forest community,0.4,728.0,Appalachian oak-hickory forest community,0.07
6274,6275,728,Appalachian oak-hickory forest community,0.6000000000000001,647.0,Hemlock-northern hardwood forest community,0.39,,,0.0
6275,6276,645,Oak-tulip tree forest community,1.01,729.0,Appalachian oak-pine [white pine-oak] forest community,0.03,,,0.0
6276,6277,645,Oak-tulip tree forest community,0.8200000000000001,728.0,Appalachian oak-hickory forest community,0.12,729.0,Appalachian oak-pine [white pine-oak] forest community,0.06
6277,6278,728,Appalachian oak-hickory forest community,0.55,645.0,Oak-tulip tree forest community,0.45,729.0,Appalachian oak-pine [white pine-oak] forest community,0.04
6278,6279,728,Appalachian oak-hickory forest community,0.9500000000000001,645.0,Oak-tulip tree forest community,0.06,,,0.0
6279,6280,728,Appalachian oak-hickory forest community,1.02,,,0.0,,,0.0
6280,6281,647,Hemlock-northern hardwood forest community,0.65,645.0,Oak-tulip tree forest community,0.16,728.0,Appalachian oak-hickory forest community,0.16
6281,6282,615,Salt shrub community,0.51,632.0,Maritime beach community,0.2,609.0,High salt marsh community,0.12
6282,6283,728,Appalachian oak-hickory forest community,0.65,721.0,Maritime bluffs community,0.17,645.0,Oak-tulip tree forest community,0.1
6283,6284,729,Appalachian oak-pine [white pine-oak] forest community,0.46,645.0,Oak-tulip tree forest community,0.32,728.0,Appalachian oak-hickory forest community,0.2
6284,6285,728,Appalachian oak-hickory forest community,0.98,,,0.0,,,0.0
6285,6286,728,Appalachian oak-hickory forest community,0.48,645.0,Oak-tulip tree forest community,0.34,729.0,Appalachian oak-pine [white pine-oak] forest community,0.12
6286,6287,608,Low salt marsh community,0.73,606.0,Tidal creek community,0.28,,,0.0
6287,6288,625,Shrub swamp community,0.4,645.0,Oak-tulip tree forest community,0.21,647.0,Hemlock-northern hardwood forest community,0.19
6288,6289,729,Appalachian oak-pine [white pine-oak] forest community,0.42,645.0,Oak-tulip tree forest community,0.38,728.0,Appalachian oak-hickory forest community,0.23
6289,6290,625,Shrub swamp community,0.58,624.0,Shallow emergent marsh community,0.26,730.0,Successional fern meadow community,0.09
6290,6291,625,Shrub swamp community,0.33,728.0,Appalachian oak-hickory forest community,0.17,615.0,Salt shrub community,0.14
6291,6292,645,Oak-tulip tree forest community,0.56,728.0,Appalachian oak-hickory forest community,0.41000000000000003,647.0,Hemlock-northern hardwood forest community,0.01
6292,6293,728,Appalachian oak-hickory forest community,0.98,,,0.0,,,0.0
6293,6294,721,Maritime bluffs community,0.72,633.0,Maritime dunes community,0.18,647.0,Hemlock-northern hardwood forest community,0.03
6294,6295,608,Low salt marsh community,0.9,609.0,High salt marsh community,0.08,606.0,Tidal creek community,0.01
6295,6296,645,Oak-tulip tree forest community,0.81,730.0,Successional fern meadow community,0.17,647.0,Hemlock-northern hardwood forest community,0.03
6296,6297,728,Appalachian oak-hickory forest community,0.92,645.0,Oak-tulip tree forest community,0.09,,,0.0
6297,6298,608,Low salt marsh community,0.47000000000000003,609.0,High salt marsh community,0.18,606.0,Tidal creek community,0.15
6298,6299,728,Appalachian oak-hickory forest community,0.63,645.0,Oak-tulip tree forest community,0.31,647.0,Hemlock-northern hardwood forest community,0.04
6299,6300,608,Low salt marsh community,0.58,606.0,Tidal creek community,0.31,600.0,Marine deepwater community,0.1
6300,6301,728,Appalachian oak-hickory forest community,1.01,,,0.0,,,0.0
6301,6302,728,Appalachian oak-hickory forest community,0.52,645.0,Oak-tulip tree forest community,0.46,647.0,Hemlock-northern hardwood forest community,0.02
6302,6303,728,Appalachian oak-hickory forest community,0.98,645.0,Oak-tulip tree forest community,0.03,,,0.0
6303,6304,645,Oak-tulip tree forest community,0.68,647.0,Hemlock-northern hardwood forest community,0.16,729.0,Appalachian oak-pine [white pine-oak] forest community,0.15
6304,6305,728,Appalachian oak-hickory forest community,0.5,615.0,Salt shrub community,0.28,609.0,High salt marsh community,0.23
6305,6306,728,Appalachian oak-hickory forest community,0.65,645.0,Oak-tulip tree forest community,0.35000000000000003,,,0.0
6306,6307,728,Appalachian oak-hickory forest community,0.87,606.0,Tidal creek community,0.07,615.0,Salt shrub community,0.03
6307,6308,645,Oak-tulip tree forest community,0.76,728.0,Appalachian oak-hickory forest community,0.15,730.0,Successional fern meadow community,0.1
6308,6309,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
6309,6310,728,Appalachian oak-hickory forest community,0.56,645.0,Oak-tulip tree forest community,0.38,622.0,Eutrophic pond community,0.05
6310,6311,608,Low salt marsh community,0.45,606.0,Tidal creek community,0.31,600.0,Marine deepwater community,0.24
6311,6312,645,Oak-tulip tree forest community,0.74,647.0,Hemlock-northern hardwood forest community,0.26,721.0,Maritime bluffs community,0.02
6312,6313,728,Appalachian oak-hickory forest community,0.61,647.0,Hemlock-northern hardwood forest community,0.29,645.0,Oak-tulip tree forest community,0.1
6313,6314,645,Oak-tulip tree forest community,0.52,728.0,Appalachian oak-hickory forest community,0.46,730.0,Successional fern meadow community,0.02
6314,6315,645,Oak-tulip tree forest community,0.56,728.0,Appalachian oak-hickory forest community,0.42,647.0,Hemlock-northern hardwood forest community,0.01
6315,6316,728,Appalachian oak-hickory forest community,0.43,647.0,Hemlock-northern hardwood forest community,0.22,645.0,Oak-tulip tree forest community,0.2
6316,6317,645,Oak-tulip tree forest community,0.46,728.0,Appalachian oak-hickory forest community,0.33,647.0,Hemlock-northern hardwood forest community,0.07
6317,6318,728,Appalachian oak-hickory forest community,0.8200000000000001,645.0,Oak-tulip tree forest community,0.19,,,0.0
6318,6319,728,Appalachian oak-hickory forest community,0.97,645.0,Oak-tulip tree forest community,0.03,,,0.0
6319,6320,728,Appalachian oak-hickory forest community,0.33,645.0,Oak-tulip tree forest community,0.25,625.0,Shrub swamp community,0.19
6320,6321,728,Appalachian oak-hickory forest community,0.91,647.0,Hemlock-northern hardwood forest community,0.1,,,0.0
6321,6322,728,Appalachian oak-hickory forest community,0.76,645.0,Oak-tulip tree forest community,0.2,730.0,Successional fern meadow community,0.03
6322,6323,608,Low salt marsh community,0.63,609.0,High salt marsh community,0.25,606.0,Tidal creek community,0.09
6323,6324,645,Oak-tulip tree forest community,0.38,625.0,Shrub swamp community,0.30000000000000004,729.0,Appalachian oak-pine [white pine-oak] forest community,0.19
6324,6325,600,Marine deepwater community,0.58,602.0,Marine intertidal mudflat community,0.22,608.0,Low salt marsh community,0.18
6325,6326,728,Appalachian oak-hickory forest community,0.52,645.0,Oak-tulip tree forest community,0.35000000000000003,721.0,Maritime bluffs community,0.03
6326,6327,728,Appalachian oak-hickory forest community,0.68,645.0,Oak-tulip tree forest community,0.27,729.0,Appalachian oak-pine [white pine-oak] forest community,0.03
6327,6328,728,Appalachian oak-hickory forest community,0.63,615.0,Salt shrub community,0.28,609.0,High salt marsh community,0.08
6328,6329,608,Low salt marsh community,0.9500000000000001,,,0.0,,,0.0
6329,6330,608,Low salt marsh community,1.03,,,0.0,,,0.0
6330,6331,608,Low salt marsh community,1.02,,,0.0,,,0.0
6331,6332,608,Low salt marsh community,0.97,606.0,Tidal creek community,0.08,609.0,High salt marsh community,0.01
6332,6333,608,Low salt marsh community,0.91,606.0,Tidal creek community,0.08,,,0.0
6333,6334,608,Low salt marsh community,0.93,609.0,High salt marsh community,0.07,,,0.0
6334,6335,609,High salt marsh community,0.5700000000000001,608.0,Low salt marsh community,0.33,615.0,Salt shrub community,0.06
6335,6336,645,Oak-tulip tree forest community,0.48,728.0,Appalachian oak-hickory forest community,0.2,609.0,High salt marsh community,0.17
6336,6337,728,Appalachian oak-hickory forest community,0.66,645.0,Oak-tulip tree forest community,0.32,,,0.0
6337,6338,608,Low salt marsh community,0.31,606.0,Tidal creek community,0.21,728.0,Appalachian oak-hickory forest community,0.16
6338,6339,728,Appalachian oak-hickory forest community,0.97,,,0.0,,,0.0
6339,6340,728,Appalachian oak-hickory forest community,0.99,,,0.0,,,0.0
6340,6341,606,Tidal creek community,0.54,608.0,Low salt marsh community,0.25,600.0,Marine deepwater community,0.17
6341,6342,728,Appalachian oak-hickory forest community,0.99,,,0.0,,,0.0
6342,6343,728,Appalachian oak-hickory forest community,0.58,615.0,Salt shrub community,0.24,608.0,Low salt marsh community,0.1
6343,6344,604,Marine rocky intertidal community,0.97,600.0,Marine deepwater community,0.05,,,0.0
6344,6345,728,Appalachian oak-hickory forest community,0.86,645.0,Oak-tulip tree forest community,0.08,647.0,Hemlock-northern hardwood forest community,0.06
6345,6346,728,Appalachian oak-hickory forest community,0.85,645.0,Oak-tulip tree forest community,0.17,,,0.0
6346,6347,645,Oak-tulip tree forest community,0.88,729.0,Appalachian oak-pine [white pine-oak] forest community,0.13,728.0,Appalachian oak-hickory forest community,0.02
6347,6348,729,Appalachian oak-pine [white pine-oak] forest community,0.58,645.0,Oak-tulip tree forest community,0.26,730.0,Successional fern meadow community,0.19
6348,6349,645,Oak-tulip tree forest community,0.91,729.0,Appalachian oak-pine [white pine-oak] forest community,0.1,730.0,Successional fern meadow community,0.01
6349,6350,728,Appalachian oak-hickory forest community,0.61,645.0,Oak-tulip tree forest community,0.39,,,0.0
6350,6351,728,Appalachian oak-hickory forest community,0.9,645.0,Oak-tulip tree forest community,0.03,,,0.0
6351,6352,728,Appalachian oak-hickory forest community,0.98,,,0.0,,,0.0
6352,6353,728,Appalachian oak-hickory forest community,1.01,,,0.0,,,0.0
6353,6354,728,Appalachian oak-hickory forest community,1.01,,,0.0,,,0.0
6354,6355,728,Appalachian oak-hickory forest community,0.97,,,0.0,,,0.0
6355,6356,728,Appalachian oak-hickory forest community,1.02,,,0.0,,,0.0
6356,6357,728,Appalachian oak-hickory forest community,0.68,645.0,Oak-tulip tree forest community,0.31,,,0.0
6357,6358,728,Appalachian oak-hickory forest community,0.75,645.0,Oak-tulip tree forest community,0.28,,,0.0
6358,6359,728,Appalachian oak-hickory forest community,1.0,,,0.0,,,0.0
6359,6360,728,Appalachian oak-hickory forest community,1.05,,,0.0,,,0.0
6360,6361,645,Oak-tulip tree forest community,0.67,728.0,Appalachian oak-hickory forest community,0.29,,,0.0
6361,6362,645,Oak-tulip tree forest community,1.03,,,0.0,,,0.0
